"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Denbury Res 5.5%",0.04,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Ultra Petro 144A 6.125%",0.04,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Linn Engy 6.5%",0.03,"USA","LINN ENERGY LLC","15/5/2019","CC"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Oasis Pete Inc New 6.875%",0.03,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sm Engy 6.5%",0.03,"USA","SM ENERGY CO","1/1/2023","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Citgo Hldg 144A 10.75%",0.51,"USA","CITGO HOLDING","15/2/2020","B3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.51,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Transocean 6.375%",0.45,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6.75%",0.39,"USA","GENESIS ENERGY","1/8/2022","B1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.35,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sm Engy 6.125%",0.33,"USA","SM ENERGY CO","15/11/2022","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.31,"USA","FERRELLGAS LP","15/6/2023","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.29,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Nustar Logistics L P 7.65%",0.28,"USA","NUSTAR LOGISTICS","15/4/2018","BB1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Citgo Pete 144A 6.25%",0.26,"USA","CITGO PETROLEUM","15/8/2022","B1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Concho Res 5.5%",0.26,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Whiting Pete Corp New 5.75%",0.26,"USA","WHITING PETRO","15/3/2021","CCC1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Oneok Inc New 7.5%",0.25,"USA","ONEOK INC","1/9/2023","BB1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Compressco Partners Lp/Finance 7.25%",0.23,"USA","COMPRESSCO PARTN","15/8/2022","B3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Wpx Engy 8.25%",0.23,"USA","WPX ENERGY INC","1/8/2023","B1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Carrizo Oil & Gas 7.5%",0.2,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.2,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Targa Res Partners / Targa Re 144A 6.75%",0.2,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Weatherford Intl 6.8%",0.16,"USA","WEATHERFORD INC","15/6/2037","BB1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Chesapeake Engy 6.625%",0.12,"USA","CHESAPEAKE ENRGY","15/8/2020","CCC2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Weatherford Intl Ltd Bermuda 6.75%",0.1,"BMU","WEATHERFORD BERM","15/9/2040","BB1"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Antero Res Fin 5.375%",0.09,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Breitburn Engy Partners 7.875%",0.09,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Chesapeake Engy 6.125%",0.09,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Oasis Pete Inc New 7.25%",0.09,"USA","OASIS PETROLEUM","1/2/2019","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sm Engy 6.5%",0.09,"USA","SM ENERGY CO","15/11/2021","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Linn Engy 8.625%",0.08,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Linn Engy 7.75%",0.08,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Sm Engy 6.5%",0.07,"USA","SM ENERGY CO","1/1/2023","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Oasis Pete Inc New 6.875%",0.06,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Berry Pete 6.375%",0.05,"USA","BERRY PETROL CO","15/9/2022","CCC3"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Denbury Res 5.5%",0.05,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Chesapeake Engy 4.875%",0.03,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Oasis Pete Inc New 6.5%",0.03,"USA","OASIS PETROLEUM","1/11/2021","B2"
"Transamerica Partners High Yield Bond",6.82,735508402,"31/12/2015","Ultra Petro 144A 6.125%",0.03,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Citgo Hldg 144A 10.75%",0.51,"USA","CITGO HOLDING","15/2/2020","B3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.51,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Transocean 6.375%",0.45,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6.75%",0.39,"USA","GENESIS ENERGY","1/8/2022","B1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.35,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sm Engy 6.125%",0.33,"USA","SM ENERGY CO","15/11/2022","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.31,"USA","FERRELLGAS LP","15/6/2023","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.29,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Nustar Logistics L P 7.65%",0.28,"USA","NUSTAR LOGISTICS","15/4/2018","BB1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Citgo Pete 144A 6.25%",0.26,"USA","CITGO PETROLEUM","15/8/2022","B1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Concho Res 5.5%",0.26,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Whiting Pete Corp New 5.75%",0.26,"USA","WHITING PETRO","15/3/2021","CCC1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Oneok Inc New 7.5%",0.25,"USA","ONEOK INC","1/9/2023","BB1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Compressco Partners Lp/Finance 7.25%",0.23,"USA","COMPRESSCO PARTN","15/8/2022","B3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Wpx Engy 8.25%",0.23,"USA","WPX ENERGY INC","1/8/2023","B1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Carrizo Oil & Gas 7.5%",0.2,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.2,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Targa Res Partners / Targa Re 144A 6.75%",0.2,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Weatherford Intl 6.8%",0.16,"USA","WEATHERFORD INC","15/6/2037","BB1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Chesapeake Engy 6.625%",0.12,"USA","CHESAPEAKE ENRGY","15/8/2020","CCC2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Weatherford Intl Ltd Bermuda 6.75%",0.1,"BMU","WEATHERFORD BERM","15/9/2040","BB1"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Antero Res Fin 5.375%",0.09,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Breitburn Engy Partners 7.875%",0.09,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Chesapeake Engy 6.125%",0.09,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Oasis Pete Inc New 7.25%",0.09,"USA","OASIS PETROLEUM","1/2/2019","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sm Engy 6.5%",0.09,"USA","SM ENERGY CO","15/11/2021","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Linn Engy 8.625%",0.08,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Linn Engy 7.75%",0.08,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Sm Engy 6.5%",0.07,"USA","SM ENERGY CO","1/1/2023","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Oasis Pete Inc New 6.875%",0.06,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Berry Pete 6.375%",0.05,"USA","BERRY PETROL CO","15/9/2022","CCC3"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Denbury Res 5.5%",0.05,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Chesapeake Engy 4.875%",0.03,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Oasis Pete Inc New 6.5%",0.03,"USA","OASIS PETROLEUM","1/11/2021","B2"
"Transamerica Partners Instl Hi Yld Bd",6.82,735508402,"31/12/2015","Ultra Petro 144A 6.125%",0.03,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"USAA High Income",9,2066486687,"31/10/2015","Sabine Pass Liquefaction 5.625%",0.63,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"USAA High Income",9,2066486687,"31/10/2015","Dcp Midstream 144A FRN",0.58,"USA","DCP MIDSTREAM","21/5/2023","B1"
"USAA High Income",9,2066486687,"31/10/2015","Ngpl Pipeco 144A 7.119%",0.54,"USA","NGPL PIPECO LLC","15/12/2017","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Williams Cos Inc Del 4.55%",0.41,"USA","WILLIAMS COS INC","24/6/2024","BB1"
"USAA High Income",9,2066486687,"31/10/2015","California Res 0.12%",0.33,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"USAA High Income",9,2066486687,"31/10/2015","Whiting Pete Corp New 6.25%",0.27,"USA","WHITING PETRO","1/4/2023","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Northern Tier Engy 7.125%",0.25,"USA","NORTHERN TIER EN","15/11/2020","B1"
"USAA High Income",9,2066486687,"31/10/2015","Tesoro Logistics Lp / 6.125%",0.25,"USA","TES LOG LP/CORP","15/10/2021","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Weatherford Intl Ltd Bermuda 5.125%",0.24,"BMU","WEATHERFORD BERM","15/9/2020","BB1"
"USAA High Income",9,2066486687,"31/10/2015","Barrett Bill 7%",0.23,"USA","BILL BARRETT","15/10/2022","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Blue Racer Midstream Llc/ Bl 144A 6.125%",0.23,"USA","BLUE RACER MID/F","15/11/2022","B3"
"USAA High Income",9,2066486687,"31/10/2015","Genesis Engy Lp/ Genesis Fin 5.75%",0.23,"USA","GENESIS ENERGY","15/2/2021","B1"
"USAA High Income",9,2066486687,"31/10/2015","Martin Midstream Partners Lp / 7.25%",0.23,"USA","MRT MID PART/FIN","15/2/2021","B3"
"USAA High Income",9,2066486687,"31/10/2015","Newfield Expl 5.375%",0.23,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"USAA High Income",9,2066486687,"31/10/2015","Crestwood Midstream Prtnrs 6%",0.22,"USA","CRESTWOOD MIDSTR","15/12/2020","B1"
"USAA High Income",9,2066486687,"31/10/2015","Everest Acq Llc/Finance 9.375%",0.21,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Exterran Partners Lp/ Exlp Fin 6%",0.21,"USA","EXTERRAN PARTNER","1/4/2021","B2"
"USAA High Income",9,2066486687,"31/10/2015","Oneok Inc New 4.25%",0.21,"USA","ONEOK INC","1/2/2022","BB1"
"USAA High Income",9,2066486687,"31/10/2015","Southwestern Engy 4.95%",0.21,"USA","SOUTHWESTERN ENE","23/1/2025","BB2"
"USAA High Income",9,2066486687,"31/10/2015","Citgo Pete 144A 6.25%",0.19,"USA","CITGO PETROLEUM","15/8/2022","B1"
"USAA High Income",9,2066486687,"31/10/2015","Southern Star Cent 144A 5.125%",0.19,"USA","SOUTHERN STAR","15/7/2022","BB1"
"USAA High Income",9,2066486687,"31/10/2015","Chesapeake Engy 6.125%",0.16,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"USAA High Income",9,2066486687,"31/10/2015","Ultra Petro 144A 6.125%",0.16,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"USAA High Income",9,2066486687,"31/10/2015","Targa Res Partners / Targa Res 6.875%",0.15,"USA","TARGA RES PRTNRS","1/2/2021","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Ngpl Pipeco 144A 9.625%",0.14,"USA","NGPL PIPECO LLC","1/6/2019","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Ngl Engy Partners 6.875%",0.14,"USA","NGL ENRGY PART/F","15/10/2021","B2"
"USAA High Income",9,2066486687,"31/10/2015","Targa Res Partners / Targa Res 5.25%",0.14,"USA","TARGA RES PRTNRS","1/5/2023","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Engy Transfer Equity L P 7.5%",0.13,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"USAA High Income",9,2066486687,"31/10/2015","Alta Mesa Hldgs 9.625%",0.12,"USA","ALTA MESA HLDGS","15/10/2018","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Rex Engy Corporation 8.875%",0.12,"USA","REX ENERGY CORP","1/12/2020","C"
"USAA High Income",9,2066486687,"31/10/2015","Sandridge Engy 144A 8.75%",0.12,"USA","SANDRIDGE ENERGY","1/6/2020","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Transocean 6.375%",0.12,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"USAA High Income",9,2066486687,"31/10/2015","Wpx Engy 8.25%",0.11,"USA","WPX ENERGY INC","1/8/2023","B1"
"USAA High Income",9,2066486687,"31/10/2015","Comstock Res 144A 10%",0.1,"USA","COMSTOCK RES INC","15/3/2020","B3"
"USAA High Income",9,2066486687,"31/10/2015","Ev Engy Partners L P 8%",0.1,"USA","EV ENERGY PT/FIN","15/4/2019","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Pdc Engy 7.75%",0.1,"USA","PDC ENERGY INC","15/10/2022","B2"
"USAA High Income",9,2066486687,"31/10/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.1,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.1,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Linn Engy 6.5%",0.09,"USA","LINN ENERGY LLC","15/9/2021","CC"
"USAA High Income",9,2066486687,"31/10/2015","Sandridge Engy 7.5%",0.08,"USA","SANDRIDGE ENERGY","15/2/2023","C"
"USAA High Income",9,2066486687,"31/10/2015","Penn Va 8.5%",0.07,"USA","PENN VIRGINIA CO","1/5/2020","CC"
"USAA High Income",9,2066486687,"31/10/2015","Resolute Engy 8.5%",0.07,"USA","RESOLUTE ENERGY","1/5/2020","CC"
"USAA High Income",9,2066486687,"31/10/2015","Basic Engy Svcs Inc New 7.75%",0.06,"USA","BASIC ENERGY SVC","15/2/2019","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Breitburn Engy Partners 7.875%",0.06,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"USAA High Income",9,2066486687,"31/10/2015","Compressco Partners Lp/Finance 7.25%",0.06,"USA","COMPRESSCO PARTN","15/8/2022","B3"
"USAA High Income",9,2066486687,"31/10/2015","Comstock Res 7.75%",0.05,"USA","COMSTOCK RES INC","1/4/2019","C"
"USAA High Income",9,2066486687,"31/10/2015","Tesoro Logistics Lp / 144A 6.25%",0.05,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"USAA High Income",9,2066486687,"31/10/2015","Approach Resources 7%",0.04,"USA","APPROACH RESOURC","15/6/2021","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Halcon Res 144A 8.625%",0.04,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Northern Oil & Gas Inc Nev 8%",0.04,"USA","NORTHERN OIL","1/6/2020","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Goodrich Pete 8.875%",0.03,"USA","GOODRICH PETROLE","15/3/2019","C"
"USAA High Income",9,2066486687,"31/10/2015","Northern Oil & Gas Inc Nev 8%",0.02,"USA","NORTHERN OIL","1/6/2020","CCC1"
"USAA High Income",9,2066486687,"31/10/2015","Triangle Usa Pete 144A 6.75%",0.02,"USA","TRIANGLE USA","15/7/2022","CCC3"
"USAA High Income",9,2066486687,"31/10/2015","Williams Clayton Engy 7.75%",0.02,"USA","CLAYTON WILLIAMS","1/4/2019","CCC2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Engy Transfer Equity L P 5.5%",0.72,"USA","ENERGY TRANS","1/6/2027","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Diamondback Engy 7.625%",0.69,"USA","DIAMONDBACK ENER","1/10/2021","B1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Qep Res 5.25%",0.56,"USA","QEP RESOURCES","1/5/2023","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Concho Res 5.5%",0.53,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.46,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Blue Racer Midstream Llc/ Bl 144A 6.125%",0.39,"USA","BLUE RACER MID/F","15/11/2022","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Bonanza Creek Engy 6.75%",0.37,"USA","BONANZA CREEK EN","15/4/2021","CCC1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Tullow Oil 144A 6.25%",0.34,"GBR","TULLOW OIL PLC","15/4/2022","CCC1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Meg Engy 144A 6.375%",0.33,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Laredo Petro 5.625%",0.32,"USA","LAREDO PETROLEUM","15/1/2022","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Engy Transfer Equity L P 7.5%",0.26,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Meg Engy 144A 7%",0.26,"CAN","MEG ENERGY CORP","31/3/2024","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Rsp Permian 144A 6.625%",0.26,"USA","RSP PERMIAN INC","1/10/2022","B2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Laredo Petro 6.25%",0.25,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Antero Res Fin 6%",0.24,"USA","ANTERO RESOURCES","1/12/2020","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Antero Res Fin 5.375%",0.22,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Range Res 5%",0.18,"USA","RANGE RESOURCES","15/8/2022","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Tullow Oil 144A 6%",0.18,"GBR","TULLOW OIL PLC","1/11/2020","CCC1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Wpx Engy 5.25%",0.17,"USA","WPX ENERGY INC","15/9/2024","B1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Antero Res 144A 5.625%",0.16,"USA","ANTERO RESOURCES","1/6/2023","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Wpx Engy 6%",0.16,"USA","WPX ENERGY INC","15/1/2022","B1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Continental Resources 4.9%",0.12,"USA","CONTINENTAL RESO","1/6/2044","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Concho Res 5.5%",0.11,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Laredo Petro 7.375%",0.11,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Continental Resources 3.8%",0.09,"USA","CONTINENTAL RESO","1/6/2024","BB2"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Energen 4.625%",0.09,"USA","ENERGEN CORP","1/9/2021","B1"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Matador Res 6.875%",0.08,"USA","MATADOR RESOURC","15/4/2023","B3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Questar Mkt Res 6.8%",0.05,"USA","QUESTAR MARKET","1/3/2020","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Qep Res 5.375%",0.03,"USA","QEP RESOURCES","1/10/2022","BB3"
"VALIC Company II High Yield Bond",7.75,479949359,"31/12/2015","Rsp Permian 6.625%",0.02,"USA","RSP Permian Inc","1/10/2022","B2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Concho Res 5.5%",0.47,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Engy Transfer Equity L P 7.5%",0.42,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Ferrellgas L P / Ferrellgas 6.5%",0.37,"USA","FERRELLGAS LP","1/5/2021","B2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Engy Transfer Equity L P 5.5%",0.35,"USA","ENERGY TRANS","1/6/2027","BB2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Harvest Operations 6.875%",0.33,"CAN","HARVEST OPERATIO","1/10/2017","CCC2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.28,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Laredo Petro 6.25%",0.28,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Amerigas Fin Corp / 7%",0.27,"USA","AMERIGAS FINANCE","20/5/2022","BB2"
"Vanguard High-Yield Corporate Inv",7.33,16776359031,"31/12/2015","Laredo Petro 5.625%",0.26,"USA","LAREDO PETROLEUM","15/1/2022","B3"
